epoch,lr-Adam,step,train_loss_epoch,train_loss_step,val_MAE,val_MAPE,val_RMSE,val_SMAPE,val_loss
,0.000611,0,,,,,,,
0,,19,,2888.648193359375,,,,,
0,,39,,2361.190673828125,,,,,
0,,59,,2436.958984375,,,,,
0,,79,,2371.191650390625,,,,,
0,,99,,2064.20751953125,,,,,
0,,111,,,29183.791015625,2918379159552.0,30660.78515625,2.0,29183.791015625
0,,111,2522.542236328125,,,,,,
,0.000611,112,,,,,,,
1,,119,,2007.8228759765625,,,,,
1,,139,,1953.310302734375,,,,,
1,,159,,1836.9456787109375,,,,,
1,,179,,1775.40576171875,,,,,
1,,199,,1727.4071044921875,,,,,
1,,219,,1761.306396484375,,,,,
1,,223,,,28966.244140625,2896624353280.0,30484.275390625,2.0,28966.244140625
1,,223,1844.7418212890625,,,,,,
,0.000611,224,,,,,,,
2,,239,,1689.05126953125,,,,,
2,,259,,1634.3267822265625,,,,,
2,,279,,1676.3021240234375,,,,,
2,,299,,1534.9788818359375,,,,,
2,,319,,1545.109375,,,,,
2,,335,,,29456.26953125,2945627455488.0,31002.10546875,1.9934784173965454,29456.26953125
2,,335,1655.8974609375,,,,,,
,0.000611,336,,,,,,,
3,,339,,1519.7613525390625,,,,,
3,,359,,1546.2591552734375,,,,,
3,,379,,1536.8980712890625,,,,,
3,,399,,1378.9244384765625,,,,,
3,,419,,1445.6827392578125,,,,,
3,,439,,1415.3343505859375,,,,,
3,,447,,,29321.056640625,2932105543680.0,30871.396484375,1.9847825765609741,29321.056640625
3,,447,1505.576416015625,,,,,,
,0.000611,448,,,,,,,
4,,459,,1444.775146484375,,,,,
4,,479,,1421.8538818359375,,,,,
4,,499,,1367.587646484375,,,,,
4,,519,,1397.356689453125,,,,,
4,,539,,1374.3397216796875,,,,,
4,,559,,1385.127685546875,,,,,
4,,559,,,29356.60546875,2935660740608.0,30946.48828125,1.9847825765609741,29356.60546875
4,,559,1407.5445556640625,,,,,,
,0.000611,560,,,,,,,
5,,579,,1373.794189453125,,,,,
5,,599,,1395.13134765625,,,,,
5,,619,,1360.22705078125,,,,,
5,,639,,1330.8104248046875,,,,,
5,,659,,1314.3062744140625,,,,,
5,,671,,,29843.068359375,2984306802688.0,31459.869140625,1.9869563579559326,29843.068359375
5,,671,1344.1239013671875,,,,,,
,0.0003055,672,,,,,,,
6,,679,,1304.7711181640625,,,,,
6,,699,,1267.7861328125,,,,,
6,,719,,1379.3726806640625,,,,,
6,,739,,1275.044189453125,,,,,
6,,759,,1243.1387939453125,,,,,
6,,779,,1254.7022705078125,,,,,
6,,783,,,29892.20703125,2989220691968.0,31500.646484375,1.9847825765609741,29892.20703125
6,,783,1289.8587646484375,,,,,,
,0.0003055,784,,,,,,,
7,,799,,1244.8065185546875,,,,,
7,,819,,1177.12451171875,,,,,
7,,839,,1236.0281982421875,,,,,
7,,859,,1300.1129150390625,,,,,
7,,879,,1189.6527099609375,,,,,
7,,895,,,29615.73046875,2961573150720.0,31220.603515625,1.9847825765609741,29615.73046875
7,,895,1244.9775390625,,,,,,
,0.0003055,896,,,,,,,
8,,899,,1251.94580078125,,,,,
8,,919,,1245.227783203125,,,,,
8,,939,,1186.599853515625,,,,,
8,,959,,1184.7435302734375,,,,,
8,,979,,1189.8931884765625,,,,,
8,,999,,1213.0494384765625,,,,,
8,,1007,,,29528.494140625,2952849260544.0,31137.025390625,1.9826085567474365,29528.494140625
8,,1007,1209.349609375,,,,,,
,0.0003055,1008,,,,,,,
9,,1019,,1185.99267578125,,,,,
9,,1039,,1190.322998046875,,,,,
9,,1059,,1146.170654296875,,,,,
9,,1079,,1195.166259765625,,,,,
9,,1099,,1110.3087158203125,,,,,
9,,1119,,1156.112060546875,,,,,
9,,1119,,,29475.86328125,2947586195456.0,31066.37109375,1.980434775352478,29475.86328125
9,,1119,1174.6468505859375,,,,,,
