epoch,lr-Adam,step,train_loss_epoch,train_loss_step,val_MAE,val_MAPE,val_RMSE,val_SMAPE,val_loss
,0.000611,0,,,,,,,
0,,19,,2958.201171875,,,,,
0,,39,,2543.43603515625,,,,,
0,,59,,2324.718994140625,,,,,
0,,79,,2356.64599609375,,,,,
0,,99,,2235.23291015625,,,,,
0,,111,,,29151.078125,2915108126720.0,30558.48046875,2.0,29151.078125
0,,111,2643.40576171875,,,,,,
,0.000611,112,,,,,,,
1,,119,,2009.7625732421875,,,,,
1,,139,,1934.92626953125,,,,,
1,,159,,2128.43505859375,,,,,
1,,179,,1882.97314453125,,,,,
1,,199,,1831.4840087890625,,,,,
1,,219,,1779.8770751953125,,,,,
1,,223,,,29202.30078125,2920229896192.0,30652.90234375,2.0,29202.30078125
1,,223,1940.6854248046875,,,,,,
,0.000611,224,,,,,,,
2,,239,,1784.907470703125,,,,,
2,,259,,1721.4130859375,,,,,
2,,279,,1761.5020751953125,,,,,
2,,299,,1587.497314453125,,,,,
2,,319,,1710.464111328125,,,,,
2,,335,,,30027.51953125,3002751778816.0,31537.58203125,1.995652198791504,30027.51953125
2,,335,1717.099365234375,,,,,,
,0.000611,336,,,,,,,
3,,339,,1708.5989990234375,,,,,
3,,359,,1650.1380615234375,,,,,
3,,379,,1481.5438232421875,,,,,
3,,399,,1516.9510498046875,,,,,
3,,419,,1525.8133544921875,,,,,
3,,439,,1467.578857421875,,,,,
3,,447,,,29941.431640625,2994142969856.0,31465.458984375,1.9869563579559326,29941.431640625
3,,447,1571.1083984375,,,,,,
,0.000611,448,,,,,,,
4,,459,,1481.642333984375,,,,,
4,,479,,1554.26953125,,,,,
4,,499,,1414.1016845703125,,,,,
4,,519,,1438.9898681640625,,,,,
4,,539,,1453.9317626953125,,,,,
4,,559,,1385.329345703125,,,,,
4,,559,,,29562.62890625,2956262375424.0,31107.552734375,1.9782607555389404,29562.62890625
4,,559,1459.1453857421875,,,,,,
,0.0003055,560,,,,,,,
5,,579,,1407.83935546875,,,,,
5,,599,,1383.073486328125,,,,,
5,,619,,1376.9488525390625,,,,,
5,,639,,1408.8109130859375,,,,,
5,,659,,1328.40625,,,,,
5,,671,,,29588.296875,2958829813760.0,31135.99609375,1.9826061725616455,29588.296875
5,,671,1364.6920166015625,,,,,,
,0.0003055,672,,,,,,,
6,,679,,1343.3082275390625,,,,,
6,,699,,1261.42138671875,,,,,
6,,719,,1320.882080078125,,,,,
6,,739,,1277.361572265625,,,,,
6,,759,,1276.00048828125,,,,,
6,,779,,1298.7427978515625,,,,,
6,,783,,,29631.193359375,2963119538176.0,31171.833984375,1.9826085567474365,29631.193359375
6,,783,1307.7686767578125,,,,,,
,0.0003055,784,,,,,,,
7,,799,,1249.1226806640625,,,,,
7,,819,,1267.476318359375,,,,,
7,,839,,1265.490478515625,,,,,
7,,859,,1243.667236328125,,,,,
7,,879,,1183.862060546875,,,,,
7,,895,,,29779.66015625,2977966063616.0,31356.384765625,1.9782607555389404,29779.66015625
7,,895,1264.0830078125,,,,,,
,0.0003055,896,,,,,,,
8,,899,,1269.196533203125,,,,,
8,,919,,1243.3707275390625,,,,,
8,,939,,1280.70751953125,,,,,
8,,959,,1276.48388671875,,,,,
8,,979,,1220.9600830078125,,,,,
8,,999,,1225.2470703125,,,,,
8,,1007,,,29930.08984375,2993009197056.0,31484.17578125,1.9782607555389404,29930.08984375
8,,1007,1226.6044921875,,,,,,
