epoch,lr-Adam,step,train_loss_epoch,train_loss_step,val_MAE,val_MAPE,val_RMSE,val_SMAPE,val_loss
,0.000611,0,,,,,,,
0,,19,,2833.189453125,,,,,
0,,39,,2407.0703125,,,,,
0,,59,,2201.80615234375,,,,,
0,,79,,2098.795166015625,,,,,
0,,99,,1996.0684814453125,,,,,
0,,111,,,21765.486328125,2176548470784.0,22986.62890625,2.0,21765.486328125
0,,111,2432.474609375,,,,,,
,0.000611,112,,,,,,,
1,,119,,2016.1732177734375,,,,,
1,,139,,1871.39404296875,,,,,
1,,159,,1876.1732177734375,,,,,
1,,179,,1799.2408447265625,,,,,
1,,199,,1824.8809814453125,,,,,
1,,219,,1690.493408203125,,,,,
1,,223,,,22010.673828125,2201067716608.0,23147.55859375,2.0,22010.673828125
1,,223,1862.5186767578125,,,,,,
,0.000611,224,,,,,,,
2,,239,,1683.6033935546875,,,,,
2,,259,,1674.2711181640625,,,,,
2,,279,,1581.958251953125,,,,,
2,,299,,1534.69189453125,,,,,
2,,319,,1601.2303466796875,,,,,
2,,335,,,21082.873046875,2108287483904.0,22166.00390625,2.0,21082.873046875
2,,335,1640.0238037109375,,,,,,
,0.000611,336,,,,,,,
3,,339,,1535.72998046875,,,,,
3,,359,,1503.603271484375,,,,,
3,,379,,1542.1856689453125,,,,,
3,,399,,1493.18408203125,,,,,
3,,419,,1474.8553466796875,,,,,
3,,439,,1542.102294921875,,,,,
3,,447,,,22206.9921875,2220699156480.0,23392.5546875,2.0,22206.9921875
3,,447,1517.186279296875,,,,,,
,0.000611,448,,,,,,,
4,,459,,1517.61669921875,,,,,
4,,479,,1404.434814453125,,,,,
4,,499,,1457.2972412109375,,,,,
4,,519,,1441.506103515625,,,,,
4,,539,,1402.4805908203125,,,,,
4,,559,,1351.303466796875,,,,,
4,,559,,,22253.587890625,2225358766080.0,23496.25,2.0,22253.587890625
4,,559,1443.4566650390625,,,,,,
,0.000611,560,,,,,,,
5,,579,,1398.8892822265625,,,,,
5,,599,,1403.7030029296875,,,,,
5,,619,,1423.2716064453125,,,,,
5,,639,,1367.5283203125,,,,,
5,,659,,1399.637939453125,,,,,
5,,671,,,22765.15234375,2276515119104.0,24040.548828125,1.9978259801864624,22765.15234375
5,,671,1364.130859375,,,,,,
,0.000611,672,,,,,,,
6,,679,,1348.8787841796875,,,,,
6,,699,,1312.128173828125,,,,,
6,,719,,1315.8746337890625,,,,,
6,,739,,1322.33837890625,,,,,
6,,759,,1257.9613037109375,,,,,
6,,779,,1249.684326171875,,,,,
6,,783,,,23053.46484375,2305346764800.0,24347.40234375,1.995652198791504,23053.46484375
6,,783,1308.348876953125,,,,,,
,0.0003055,784,,,,,,,
7,,799,,1272.69580078125,,,,,
7,,819,,1252.64892578125,,,,,
7,,839,,1186.4853515625,,,,,
7,,859,,1277.752685546875,,,,,
7,,879,,1232.7330322265625,,,,,
7,,895,,,22970.94140625,2297094209536.0,24277.505859375,1.9978259801864624,22970.94140625
7,,895,1251.947265625,,,,,,
,0.0003055,896,,,,,,,
8,,899,,1216.7928466796875,,,,,
8,,919,,1265.2613525390625,,,,,
8,,939,,1234.913330078125,,,,,
8,,959,,1163.085693359375,,,,,
8,,979,,1176.2227783203125,,,,,
8,,999,,1244.97900390625,,,,,
8,,1007,,,22666.673828125,2266667417600.0,23996.86328125,1.995652198791504,22666.673828125
8,,1007,1214.1053466796875,,,,,,
,0.0003055,1008,,,,,,,
9,,1019,,1198.5823974609375,,,,,
9,,1039,,1197.256103515625,,,,,
9,,1059,,1151.13623046875,,,,,
9,,1079,,1150.731689453125,,,,,
9,,1099,,1227.0775146484375,,,,,
9,,1119,,1192.9261474609375,,,,,
9,,1119,,,23433.63671875,2343363674112.0,24741.0234375,1.9934784173965454,23433.63671875
9,,1119,1179.6185302734375,,,,,,
,0.0003055,1120,,,,,,,
10,,1139,,1119.625732421875,,,,,
10,,1159,,1137.0562744140625,,,,,
10,,1179,,1150.7872314453125,,,,,
10,,1199,,1127.741943359375,,,,,
10,,1219,,1119.227783203125,,,,,
10,,1231,,,23375.91796875,2337591787520.0,24661.412109375,1.995652198791504,23375.91796875
10,,1231,1147.965087890625,,,,,,
