epoch,lr-Adam,step,train_loss_epoch,train_loss_step,val_MAE,val_MAPE,val_RMSE,val_SMAPE,val_loss
,0.000611,0,,,,,,,
0,,19,,2958.201171875,,,,,
0,,39,,2543.43603515625,,,,,
0,,59,,2324.6552734375,,,,,
0,,79,,2355.503662109375,,,,,
0,,99,,2180.6552734375,,,,,
0,,111,,,29871.162109375,2987116199936.0,31298.70703125,2.0,29871.162109375
0,,111,2645.87744140625,,,,,,
,0.000611,112,,,,,,,
1,,119,,2008.0048828125,,,,,
1,,139,,1932.889892578125,,,,,
1,,159,,2024.0869140625,,,,,
1,,179,,1966.5023193359375,,,,,
1,,199,,1882.25,,,,,
1,,219,,1765.993896484375,,,,,
1,,223,,,29903.66015625,2990366261248.0,31308.04296875,2.0,29903.66015625
1,,223,1967.3748779296875,,,,,,
,0.000611,224,,,,,,,
2,,239,,1821.404052734375,,,,,
2,,259,,1771.4840087890625,,,,,
2,,279,,1786.2679443359375,,,,,
2,,299,,1615.8829345703125,,,,,
2,,319,,1691.1783447265625,,,,,
2,,335,,,29938.650390625,2993865097216.0,31459.32421875,1.995652198791504,29938.650390625
2,,335,1744.1693115234375,,,,,,
,0.000611,336,,,,,,,
3,,339,,1671.618896484375,,,,,
3,,359,,1660.631103515625,,,,,
3,,379,,1480.1494140625,,,,,
3,,399,,1500.1988525390625,,,,,
3,,419,,1497.5811767578125,,,,,
3,,439,,1471.8641357421875,,,,,
3,,447,,,29743.94140625,2974394089472.0,31331.265625,1.9847825765609741,29743.94140625
3,,447,1566.5623779296875,,,,,,
,0.000611,448,,,,,,,
4,,459,,1506.749267578125,,,,,
4,,479,,1544.5372314453125,,,,,
4,,499,,1407.7635498046875,,,,,
4,,519,,1457.999267578125,,,,,
4,,539,,1434.358642578125,,,,,
4,,559,,1384.0438232421875,,,,,
4,,559,,,29518.01171875,2951800946688.0,31103.48828125,1.9782607555389404,29518.01171875
4,,559,1467.0283203125,,,,,,
,0.000611,560,,,,,,,
5,,579,,1405.5947265625,,,,,
5,,599,,1393.1767578125,,,,,
5,,619,,1400.623779296875,,,,,
5,,639,,1408.029541015625,,,,,
5,,659,,1352.0140380859375,,,,,
5,,671,,,29962.62890625,2996262666240.0,31531.93359375,1.980434775352478,29962.62890625
5,,671,1380.0654296875,,,,,,
,0.000611,672,,,,,,,
6,,679,,1346.1737060546875,,,,,
6,,699,,1268.4521484375,,,,,
6,,719,,1327.385986328125,,,,,
6,,739,,1285.8145751953125,,,,,
6,,759,,1274.3134765625,,,,,
6,,779,,1290.90869140625,,,,,
6,,783,,,29900.53125,2990053261312.0,31450.556640625,1.980434775352478,29900.53125
6,,783,1310.7509765625,,,,,,
,0.000611,784,,,,,,,
7,,799,,1234.9451904296875,,,,,
7,,819,,1246.320556640625,,,,,
7,,839,,1237.017333984375,,,,,
7,,859,,1224.7633056640625,,,,,
7,,879,,1167.520751953125,,,,,
7,,895,,,29528.552734375,2952855289856.0,31095.05078125,1.9782607555389404,29528.552734375
7,,895,1242.972900390625,,,,,,
,0.000611,896,,,,,,,
8,,899,,1235.297119140625,,,,,
8,,919,,1214.681884765625,,,,,
8,,939,,1240.8272705078125,,,,,
8,,959,,1246.6644287109375,,,,,
8,,979,,1173.657470703125,,,,,
8,,999,,1181.225830078125,,,,,
8,,1007,,,29888.197265625,2988819611648.0,31453.650390625,1.9782607555389404,29888.197265625
8,,1007,1192.0159912109375,,,,,,
,0.0003055,1008,,,,,,,
9,,1019,,1147.7308349609375,,,,,
9,,1039,,1149.08984375,,,,,
9,,1059,,1196.749267578125,,,,,
9,,1079,,1087.73291015625,,,,,
9,,1099,,1165.5211181640625,,,,,
9,,1119,,1159.7919921875,,,,,
9,,1119,,,29743.724609375,2974372331520.0,31304.56640625,1.9782607555389404,29743.724609375
9,,1119,1137.6839599609375,,,,,,
,0.0003055,1120,,,,,,,
10,,1139,,1080.8255615234375,,,,,
10,,1159,,1131.0118408203125,,,,,
10,,1179,,1080.4490966796875,,,,,
10,,1199,,1092.809326171875,,,,,
10,,1219,,1114.1549072265625,,,,,
10,,1231,,,29626.322265625,2962632212480.0,31226.45703125,1.9782607555389404,29626.322265625
10,,1231,1099.9814453125,,,,,,
,0.0003055,1232,,,,,,,
11,,1239,,1092.255126953125,,,,,
11,,1259,,1074.795166015625,,,,,
11,,1279,,1056.987548828125,,,,,
11,,1299,,1083.3310546875,,,,,
11,,1319,,1081.270263671875,,,,,
11,,1339,,1024.8787841796875,,,,,
11,,1343,,,29599.00390625,2959900147712.0,31209.98046875,1.9782607555389404,29599.00390625
11,,1343,1066.2677001953125,,,,,,
,0.0003055,1344,,,,,,,
12,,1359,,1030.43896484375,,,,,
12,,1379,,1011.588134765625,,,,,
12,,1399,,1038.377197265625,,,,,
12,,1419,,1007.8675537109375,,,,,
12,,1439,,1001.60693359375,,,,,
12,,1455,,,29654.96875,2965496922112.0,31233.50390625,1.9782607555389404,29654.96875
12,,1455,1032.2186279296875,,,,,,
