epoch,lr-Adam,step,train_loss_epoch,train_loss_step,val_MAE,val_MAPE,val_RMSE,val_SMAPE,val_loss
,0.000611,0,,,,,,,
0,,19,,3093.8427734375,,,,,
0,,39,,2526.90380859375,,,,,
0,,59,,2268.632568359375,,,,,
0,,79,,2319.296142578125,,,,,
0,,99,,2156.082763671875,,,,,
0,,111,,,29635.72265625,2963572260864.0,31110.474609375,2.0,29635.72265625
0,,111,2641.526611328125,,,,,,
,0.000611,112,,,,,,,
1,,119,,1939.7894287109375,,,,,
1,,139,,1887.75390625,,,,,
1,,159,,1906.3101806640625,,,,,
1,,179,,1847.449951171875,,,,,
1,,199,,1788.2877197265625,,,,,
1,,219,,1661.5428466796875,,,,,
1,,223,,,29810.19140625,2981018992640.0,31157.62109375,2.0,29810.19140625
1,,223,1878.9710693359375,,,,,,
,0.000611,224,,,,,,,
2,,239,,1699.8226318359375,,,,,
2,,259,,1648.7301025390625,,,,,
2,,279,,1694.7686767578125,,,,,
2,,299,,1578.8187255859375,,,,,
2,,319,,1681.0855712890625,,,,,
2,,335,,,29831.80859375,2983180894208.0,31381.505859375,1.9913043975830078,29831.80859375
2,,335,1666.562744140625,,,,,,
,0.000611,336,,,,,,,
3,,339,,1607.918701171875,,,,,
3,,359,,1611.968017578125,,,,,
3,,379,,1479.7086181640625,,,,,
3,,399,,1468.762939453125,,,,,
3,,419,,1447.83154296875,,,,,
3,,439,,1447.008544921875,,,,,
3,,447,,,29554.931640625,2955493244928.0,31101.359375,1.980434775352478,29554.931640625
3,,447,1532.785400390625,,,,,,
,0.000611,448,,,,,,,
4,,459,,1445.788330078125,,,,,
4,,479,,1498.843017578125,,,,,
4,,499,,1362.5643310546875,,,,,
4,,519,,1386.295166015625,,,,,
4,,539,,1406.786376953125,,,,,
4,,559,,1350.6617431640625,,,,,
4,,559,,,30266.20703125,3026620776448.0,31841.103515625,1.980434775352478,30266.20703125
4,,559,1422.779296875,,,,,,
,0.000611,560,,,,,,,
5,,579,,1394.2369384765625,,,,,
5,,599,,1379.6611328125,,,,,
5,,619,,1345.948486328125,,,,,
5,,639,,1375.0819091796875,,,,,
5,,659,,1273.311279296875,,,,,
5,,671,,,29523.453125,2952344633344.0,31062.30859375,1.9826085567474365,29523.453125
5,,671,1338.8629150390625,,,,,,
,0.000611,672,,,,,,,
6,,679,,1283.7115478515625,,,,,
6,,699,,1223.0966796875,,,,,
6,,719,,1266.045166015625,,,,,
6,,739,,1218.911376953125,,,,,
6,,759,,1220.4320068359375,,,,,
6,,779,,1245.3475341796875,,,,,
6,,783,,,29811.26953125,2981126995968.0,31341.880859375,1.9826085567474365,29811.26953125
6,,783,1261.120849609375,,,,,,
,0.000611,784,,,,,,,
7,,799,,1185.1236572265625,,,,,
7,,819,,1215.184814453125,,,,,
7,,839,,1182.3309326171875,,,,,
7,,859,,1155.6707763671875,,,,,
7,,879,,1114.541259765625,,,,,
7,,895,,,29791.693359375,2979169566720.0,31332.92578125,1.9826085567474365,29791.693359375
7,,895,1204.1966552734375,,,,,,
,0.000611,896,,,,,,,
8,,899,,1192.1951904296875,,,,,
8,,919,,1196.672607421875,,,,,
8,,939,,1195.3076171875,,,,,
8,,959,,1194.1151123046875,,,,,
8,,979,,1161.3623046875,,,,,
8,,999,,1132.9566650390625,,,,,
8,,1007,,,29856.01953125,2985601794048.0,31403.30078125,1.9826085567474365,29856.01953125
8,,1007,1157.6485595703125,,,,,,
,0.000611,1008,,,,,,,
9,,1019,,1135.623779296875,,,,,
9,,1039,,1126.6463623046875,,,,,
9,,1059,,1167.1192626953125,,,,,
9,,1079,,1068.833740234375,,,,,
9,,1099,,1141.295166015625,,,,,
9,,1119,,1125.55517578125,,,,,
9,,1119,,,29760.666015625,2976066306048.0,31317.771484375,1.9782607555389404,29760.666015625
9,,1119,1111.4791259765625,,,,,,
,0.0003055,1120,,,,,,,
10,,1139,,1043.7860107421875,,,,,
10,,1159,,1090.8577880859375,,,,,
10,,1179,,1047.3985595703125,,,,,
10,,1199,,1055.8717041015625,,,,,
10,,1219,,1073.0987548828125,,,,,
10,,1231,,,29833.45703125,2983345520640.0,31426.01953125,1.9782607555389404,29833.45703125
10,,1231,1066.2935791015625,,,,,,
,0.0003055,1232,,,,,,,
11,,1239,,1062.7469482421875,,,,,
11,,1259,,1053.0125732421875,,,,,
11,,1279,,1021.6187133789062,,,,,
11,,1299,,1055.072509765625,,,,,
11,,1319,,1063.41796875,,,,,
11,,1339,,986.3839111328125,,,,,
11,,1343,,,29697.005859375,2969700663296.0,31316.275390625,1.9826085567474365,29697.005859375
11,,1343,1036.807861328125,,,,,,
,0.0003055,1344,,,,,,,
12,,1359,,999.3496704101562,,,,,
12,,1379,,997.9234008789062,,,,,
12,,1399,,1012.4298706054688,,,,,
12,,1419,,979.6945190429688,,,,,
12,,1439,,974.6447143554688,,,,,
12,,1455,,,29716.28515625,2971627945984.0,31295.802734375,1.980434775352478,29716.28515625
12,,1455,1010.1643676757812,,,,,,
,0.0003055,1456,,,,,,,
13,,1459,,1003.7999267578125,,,,,
13,,1479,,995.166259765625,,,,,
13,,1499,,1002.2953491210938,,,,,
13,,1519,,990.1486206054688,,,,,
13,,1539,,1002.4286499023438,,,,,
13,,1559,,987.7825927734375,,,,,
13,,1567,,,29662.51171875,2966251372544.0,31256.525390625,1.980434775352478,29662.51171875
13,,1567,985.1399536132812,,,,,,
