epoch,lr-Adam,step,train_loss_epoch,train_loss_step,val_MAE,val_MAPE,val_RMSE,val_SMAPE,val_loss
,0.000611,0,,,,,,,
0,,19,,3346.984375,,,,,
0,,39,,2502.238525390625,,,,,
0,,59,,2291.253173828125,,,,,
0,,79,,2398.682373046875,,,,,
0,,96,,,29440.921875,2944092078080.0,30873.64453125,2.0,29440.921875
0,,96,2798.56787109375,,,,,,
,0.000611,97,,,,,,,
1,,99,,2210.9990234375,,,,,
1,,119,,1989.897705078125,,,,,
1,,139,,2046.271728515625,,,,,
1,,159,,1881.7503662109375,,,,,
1,,179,,1970.930419921875,,,,,
1,,193,,,28267.44140625,2826744102912.0,29667.662109375,2.0,28267.44140625
1,,193,1979.0711669921875,,,,,,
,0.000611,194,,,,,,,
2,,199,,1908.661376953125,,,,,
2,,219,,1931.01904296875,,,,,
2,,239,,1761.40966796875,,,,,
2,,259,,1791.693115234375,,,,,
2,,279,,1676.506103515625,,,,,
2,,290,,,29212.66015625,2921266413568.0,30700.94140625,2.0,29212.66015625
2,,290,1755.788818359375,,,,,,
,0.000611,291,,,,,,,
3,,299,,1707.1187744140625,,,,,
3,,319,,1601.7598876953125,,,,,
3,,339,,1482.46875,,,,,
3,,359,,1472.257080078125,,,,,
3,,379,,1497.460205078125,,,,,
3,,387,,,29295.791015625,2929578999808.0,30808.9375,1.9978259801864624,29295.791015625
3,,387,1566.66064453125,,,,,,
,0.000611,388,,,,,,,
4,,399,,1540.822998046875,,,,,
4,,419,,1489.4791259765625,,,,,
4,,439,,1443.80859375,,,,,
4,,459,,1495.009521484375,,,,,
4,,479,,1467.2601318359375,,,,,
4,,484,,,28638.806640625,2863880470528.0,30227.98828125,1.9913043975830078,28638.806640625
4,,484,1457.689697265625,,,,,,
,0.000611,485,,,,,,,
5,,499,,1450.839111328125,,,,,
5,,519,,1440.317626953125,,,,,
5,,539,,1363.9368896484375,,,,,
5,,559,,1350.99853515625,,,,,
5,,579,,1348.689697265625,,,,,
5,,581,,,29300.099609375,2930010226688.0,30874.02734375,1.995652198791504,29300.099609375
5,,581,1370.8018798828125,,,,,,
,0.0003055,582,,,,,,,
6,,599,,1302.3760986328125,,,,,
6,,619,,1292.0916748046875,,,,,
6,,639,,1309.185791015625,,,,,
6,,659,,1336.6334228515625,,,,,
6,,678,,,29252.38671875,2925238943744.0,30803.791015625,1.995652198791504,29252.38671875
6,,678,1293.5989990234375,,,,,,
,0.0003055,679,,,,,,,
7,,679,,1273.2913818359375,,,,,
7,,699,,1259.09765625,,,,,
7,,719,,1250.7838134765625,,,,,
7,,739,,1188.3607177734375,,,,,
7,,759,,1251.5906982421875,,,,,
7,,775,,,29370.400390625,2937039618048.0,30919.35546875,1.9978259801864624,29370.400390625
7,,775,1245.66796875,,,,,,
,0.0003055,776,,,,,,,
8,,779,,1264.807373046875,,,,,
8,,799,,1184.482666015625,,,,,
8,,819,,1236.5821533203125,,,,,
8,,839,,1160.9248046875,,,,,
8,,859,,1161.806396484375,,,,,
8,,872,,,29166.546875,2916654514176.0,30701.69921875,1.9978259801864624,29166.546875
