epoch,lr-Adam,step,train_loss_epoch,train_loss_step,val_MAE,val_MAPE,val_RMSE,val_SMAPE,val_loss
,0.000611,0,,,,,,,
0,,19,,3263.715087890625,,,,,
0,,39,,2565.803955078125,,,,,
0,,59,,2301.746337890625,,,,,
0,,79,,2331.686279296875,,,,,
0,,99,,2018.4892578125,,,,,
0,,111,,,28839.83203125,2883982983168.0,30215.71484375,2.0,28839.83203125
0,,111,2677.68994140625,,,,,,
,0.000611,112,,,,,,,
1,,119,,1987.4713134765625,,,,,
1,,139,,2088.750244140625,,,,,
1,,159,,1980.4735107421875,,,,,
1,,179,,1868.646728515625,,,,,
1,,199,,1996.9666748046875,,,,,
1,,219,,1806.2017822265625,,,,,
1,,223,,,29223.369140625,2922336485376.0,30674.66796875,2.0,29223.369140625
1,,223,1919.1416015625,,,,,,
,0.000611,224,,,,,,,
2,,239,,1709.579833984375,,,,,
2,,259,,1695.6058349609375,,,,,
2,,279,,1749.428955078125,,,,,
2,,299,,1627.869873046875,,,,,
2,,319,,1610.0302734375,,,,,
2,,335,,,29679.900390625,2967989911552.0,31092.037109375,2.0,29679.900390625
2,,335,1695.5784912109375,,,,,,
,0.000611,336,,,,,,,
3,,339,,1546.0565185546875,,,,,
3,,359,,1551.2093505859375,,,,,
3,,379,,1605.2384033203125,,,,,
3,,399,,1519.3555908203125,,,,,
3,,419,,1493.188232421875,,,,,
3,,439,,1587.0537109375,,,,,
3,,447,,,29033.9375,2903393697792.0,30552.412109375,2.0,29033.9375
3,,447,1559.3482666015625,,,,,,
,0.000611,448,,,,,,,
4,,459,,1410.2711181640625,,,,,
4,,479,,1543.501220703125,,,,,
4,,499,,1513.2313232421875,,,,,
4,,519,,1372.4200439453125,,,,,
4,,539,,1428.5595703125,,,,,
4,,559,,1386.665283203125,,,,,
4,,559,,,29336.869140625,2933687058432.0,30860.26953125,1.995652198791504,29336.869140625
4,,559,1458.9290771484375,,,,,,
,0.0003055,560,,,,,,,
5,,579,,1411.9630126953125,,,,,
5,,599,,1386.13671875,,,,,
5,,619,,1293.1937255859375,,,,,
5,,639,,1355.415771484375,,,,,
5,,659,,1354.0341796875,,,,,
5,,671,,,29239.84765625,2923984846848.0,30842.01171875,1.9869563579559326,29239.84765625
5,,671,1363.1903076171875,,,,,,
,0.0003055,672,,,,,,,
6,,679,,1328.2691650390625,,,,,
6,,699,,1282.8663330078125,,,,,
6,,719,,1277.7615966796875,,,,,
6,,739,,1324.8231201171875,,,,,
6,,759,,1268.072021484375,,,,,
6,,779,,1246.7083740234375,,,,,
6,,783,,,29486.93359375,2948693491712.0,31016.96484375,1.9869563579559326,29486.93359375
6,,783,1309.4171142578125,,,,,,
,0.0003055,784,,,,,,,
7,,799,,1224.671875,,,,,
7,,819,,1223.9942626953125,,,,,
7,,839,,1274.6226806640625,,,,,
7,,859,,1288.80517578125,,,,,
7,,879,,1276.781982421875,,,,,
7,,895,,,29150.021484375,2915001958400.0,30711.412109375,1.9826085567474365,29150.021484375
7,,895,1265.222412109375,,,,,,
,0.0003055,896,,,,,,,
8,,899,,1198.7491455078125,,,,,
8,,919,,1182.745361328125,,,,,
8,,939,,1237.3143310546875,,,,,
8,,959,,1222.37451171875,,,,,
8,,979,,1211.4794921875,,,,,
8,,999,,1218.819091796875,,,,,
8,,1007,,,29354.634765625,2935463084032.0,30925.5,1.9847825765609741,29354.634765625
8,,1007,1229.9681396484375,,,,,,
